amount,is_vpn,hour_of_day,day_of_week,device_type_desktop,device_type_mobile,device_type_tablet,"location_California, USA","location_Florida, USA","location_New York, USA","location_Texas, USA",card_type_credit,card_type_debit,card_type_prepaid
345.4,False,17,6,0,1,0,0,0,0,1,0,1,0
19.53,False,17,1,0,1,0,0,0,1,0,0,1,0
961.42,False,17,5,0,0,1,0,1,0,0,1,0,0
608.85,False,17,6,1,0,0,1,0,0,0,1,0,0
424.05,False,17,0,1,0,0,1,0,0,0,0,0,1
40.73,False,17,6,0,0,1,0,0,1,0,1,0,0
1710.35,False,17,5,0,0,1,0,0,1,0,0,0,1
110.26,False,17,5,0,0,1,0,0,0,1,1,0,0
462.23,True,17,1,1,0,0,0,1,0,0,1,0,0
130.49,False,17,6,0,1,0,0,0,0,1,0,0,1
808.04,False,17,3,1,0,0,0,0,1,0,0,0,1
506.08,False,17,2,0,0,1,0,1,0,0,0,1,0
380.93,False,17,2,0,1,0,0,0,0,1,1,0,0
149.02,True,17,2,0,0,1,0,0,0,1,1,0,0
375.82,False,17,6,1,0,0,0,1,0,0,0,0,1
17.15,False,17,2,1,0,0,0,1,0,0,0,1,0
54.14,True,17,4,1,0,0,0,0,1,0,0,1,0
400.4,False,17,2,0,0,1,0,1,0,0,0,1,0
34.24,False,17,0,0,0,1,0,0,0,1,1,0,0
2291.96,False,17,4,1,0,0,0,1,0,0,1,0,0
127.14,False,17,3,1,0,0,1,0,0,0,0,0,1
98.64,False,17,1,0,1,0,0,1,0,0,0,1,0
662.2,True,17,2,0,0,1,0,0,1,0,0,1,0
359.29,False,17,3,0,0,1,0,0,0,1,0,1,0
22.19,True,17,6,0,1,0,0,0,0,1,1,0,0
615.03,False,17,6,1,0,0,0,0,1,0,0,1,0
309.16,False,17,2,0,0,1,1,0,0,0,1,0,0
139.43,False,17,1,0,1,0,1,0,0,0,0,1,0
579.47,False,17,1,0,1,0,1,0,0,0,0,0,1
819.99,False,17,4,1,0,0,1,0,0,0,1,0,0
46.7,False,17,0,0,1,0,1,0,0,0,1,0,0
456.46,False,17,6,1,0,0,0,1,0,0,1,0,0
214.82,False,17,3,0,0,1,0,0,1,0,0,0,1
47.73,True,17,0,0,1,0,0,0,1,0,1,0,0
65.37,False,17,6,0,0,1,0,0,1,0,0,0,1
524.31,True,17,0,0,0,1,1,0,0,0,0,1,0
772.18,True,17,3,1,0,0,0,0,1,0,0,1,0
583.93,False,17,5,0,1,0,1,0,0,0,1,0,0
110.68,False,17,3,0,1,0,0,0,1,0,0,0,1
23.82,False,17,5,1,0,0,0,0,1,0,0,1,0
190.44,False,17,3,1,0,0,0,1,0,0,0,1,0
667.59,False,17,0,0,0,1,0,1,0,0,1,0,0
212.7,False,17,1,1,0,0,1,0,0,0,0,1,0
423.83,False,17,2,0,0,1,1,0,0,0,0,0,1
334.59,False,17,0,1,0,0,0,1,0,0,0,1,0
32.54,False,17,5,0,1,0,0,0,0,1,0,1,0
363.51,False,17,6,0,0,1,0,0,0,1,0,0,1
1223.35,False,17,0,1,0,0,0,0,1,0,1,0,0
181.65,False,17,2,0,0,1,1,0,0,0,0,1,0
223.74,False,17,5,0,1,0,0,0,1,0,0,1,0
127.36,True,17,5,1,0,0,1,0,0,0,0,0,1
58.32,True,17,0,1,0,0,0,1,0,0,0,1,0
403.47,False,17,1,0,0,1,0,0,1,0,0,1,0
62.02,False,17,4,0,1,0,1,0,0,0,1,0,0
474.45,False,17,1,0,1,0,1,0,0,0,1,0,0
122.5,False,17,4,0,0,1,1,0,0,0,0,0,1
779.82,False,17,2,1,0,0,0,0,0,1,1,0,0
613.6,False,17,5,0,1,0,0,1,0,0,1,0,0
246.4,False,17,3,0,0,1,0,1,0,0,0,1,0
512.41,False,17,6,1,0,0,0,0,0,1,0,0,1
100.09,False,17,2,0,1,0,1,0,0,0,0,1,0
382.74,False,17,3,0,1,0,0,1,0,0,1,0,0
386.99,False,17,2,0,1,0,0,1,0,0,0,0,1
175.15,True,17,2,1,0,0,0,0,1,0,1,0,0
278.61,False,17,5,1,0,0,1,0,0,0,0,0,1
500.24,False,17,0,0,0,1,1,0,0,0,0,0,1
199.58,True,17,5,1,0,0,0,0,1,0,0,1,0
906.77,True,17,5,0,0,1,0,0,0,1,0,1,0
32.65,False,17,3,1,0,0,0,0,1,0,1,0,0
176.35,False,17,6,1,0,0,0,0,1,0,0,0,1
621.86,False,17,2,0,0,1,0,1,0,0,0,1,0
113.84,False,17,5,1,0,0,0,0,1,0,0,1,0
242.64,False,17,3,0,0,1,0,0,1,0,0,0,1
459.57,False,17,6,0,1,0,0,0,0,1,1,0,0
99.3,True,17,5,0,1,0,0,1,0,0,0,1,0
27.03,True,17,3,1,0,0,0,0,0,1,0,0,1
98.34,False,17,1,0,0,1,1,0,0,0,0,0,1
2945.02,False,17,6,0,0,1,0,1,0,0,0,0,1
3519.61,False,17,2,0,1,0,1,0,0,0,0,0,1
148.17,True,17,0,1,0,0,0,1,0,0,1,0,0
2590.67,True,17,2,1,0,0,1,0,0,0,0,0,1
42.32,False,17,3,0,0,1,1,0,0,0,1,0,0
521.91,False,17,0,0,0,1,0,0,1,0,1,0,0
502.67,False,17,2,0,0,1,0,0,0,1,0,1,0
584.86,False,17,2,0,0,1,1,0,0,0,1,0,0
524.99,False,17,5,1,0,0,1,0,0,0,1,0,0
346.31,True,17,0,1,0,0,0,1,0,0,0,1,0
39.77,False,17,5,1,0,0,0,0,1,0,0,0,1
248.33,False,17,3,1,0,0,0,1,0,0,1,0,0
135.02,False,17,1,0,0,1,0,0,1,0,1,0,0
130.69,False,17,3,0,0,1,0,0,1,0,0,1,0
1375.22,False,17,2,0,0,1,0,0,0,1,0,0,1
380.04,True,17,1,0,1,0,0,0,0,1,1,0,0
260.36,True,17,0,0,1,0,0,1,0,0,0,1,0
351.14,False,17,1,0,0,1,0,1,0,0,0,1,0
23.54,False,17,4,0,1,0,1,0,0,0,1,0,0
907.87,False,17,3,0,0,1,1,0,0,0,0,0,1
178.28,False,17,3,0,0,1,0,0,1,0,0,0,1
34.04,False,17,3,1,0,0,0,1,0,0,1,0,0
1786.43,False,17,3,0,0,1,1,0,0,0,0,0,1
145.1,False,17,5,1,0,0,0,0,1,0,0,0,1
23.34,False,17,3,0,0,1,0,0,1,0,1,0,0
258.81,False,17,1,0,0,1,1,0,0,0,1,0,0
128.6,False,17,2,0,1,0,1,0,0,0,1,0,0
1168.02,False,17,3,0,1,0,0,1,0,0,0,0,1
314.52,False,17,3,1,0,0,0,0,1,0,0,1,0
192.22,False,17,0,0,0,1,0,0,0,1,1,0,0
60.75,False,17,6,1,0,0,0,1,0,0,0,0,1
331.89,False,17,2,0,1,0,0,1,0,0,1,0,0
53.31,True,17,6,0,1,0,0,0,1,0,0,1,0
428.13,True,17,1,0,0,1,0,1,0,0,0,1,0
957.76,False,17,3,1,0,0,0,1,0,0,0,1,0
549.24,True,17,4,1,0,0,0,1,0,0,0,0,1
256.26,True,17,2,1,0,0,0,0,0,1,0,1,0
637.21,True,17,3,1,0,0,0,0,1,0,0,0,1
312.56,False,17,4,0,0,1,0,0,1,0,0,0,1
111.59,False,17,0,0,1,0,1,0,0,0,0,0,1
373.05,False,17,5,0,1,0,0,0,0,1,0,1,0
1543.45,False,17,6,1,0,0,0,1,0,0,1,0,0
37.0,False,17,0,0,0,1,1,0,0,0,0,1,0
65.85,False,17,6,0,1,0,1,0,0,0,0,0,1
783.57,False,17,2,1,0,0,0,0,0,1,1,0,0
407.1,False,17,6,0,1,0,0,0,0,1,0,1,0
427.29,False,17,1,0,1,0,0,0,0,1,1,0,0
22.61,False,17,5,1,0,0,0,0,0,1,1,0,0
461.94,False,17,2,0,0,1,1,0,0,0,1,0,0
162.55,False,17,0,0,0,1,0,0,0,1,0,0,1
750.14,False,17,3,1,0,0,0,0,0,1,1,0,0
1596.53,False,17,3,1,0,0,0,1,0,0,1,0,0
580.11,True,17,5,1,0,0,0,1,0,0,0,1,0
231.0,False,17,2,0,1,0,1,0,0,0,1,0,0
14.64,False,17,4,0,1,0,0,0,1,0,0,1,0
2626.73,False,17,3,1,0,0,0,1,0,0,1,0,0
591.8,False,17,5,0,1,0,0,1,0,0,0,0,1
35.28,False,17,2,0,1,0,1,0,0,0,0,0,1
455.21,True,17,3,1,0,0,0,1,0,0,0,1,0
982.66,False,17,1,1,0,0,0,0,1,0,1,0,0
1586.35,False,17,5,0,0,1,1,0,0,0,1,0,0
29.54,False,17,5,0,0,1,0,0,1,0,1,0,0
1.54,True,17,2,0,0,1,0,1,0,0,0,1,0
46.29,False,17,6,0,1,0,0,0,0,1,0,1,0
259.15,False,17,2,0,1,0,1,0,0,0,1,0,0
4.02,False,17,1,0,0,1,0,1,0,0,1,0,0
247.44,False,17,3,0,0,1,0,0,0,1,1,0,0
18.62,False,17,2,1,0,0,0,0,1,0,0,1,0
245.18,False,17,3,0,0,1,0,1,0,0,1,0,0
185.63,False,17,1,0,0,1,0,1,0,0,1,0,0
164.06,True,17,3,1,0,0,0,0,1,0,1,0,0
1410.05,False,17,0,0,1,0,1,0,0,0,1,0,0
309.08,False,17,6,0,1,0,0,1,0,0,0,1,0
65.25,True,17,5,0,0,1,0,1,0,0,0,0,1
1906.09,True,17,3,1,0,0,1,0,0,0,1,0,0
174.83,False,17,1,0,0,1,0,1,0,0,0,0,1
163.94,False,17,2,0,1,0,1,0,0,0,1,0,0
874.11,True,17,2,1,0,0,0,0,0,1,0,0,1
251.52,False,17,5,1,0,0,0,0,1,0,0,1,0
68.44,False,17,4,0,0,1,0,0,1,0,0,0,1
1832.04,False,17,3,1,0,0,0,1,0,0,0,1,0
683.97,False,17,6,1,0,0,0,0,1,0,0,0,1
699.66,True,17,1,1,0,0,1,0,0,0,0,0,1
174.51,True,17,2,0,1,0,0,1,0,0,1,0,0
335.89,False,17,0,0,0,1,0,0,0,1,1,0,0
815.13,False,17,5,0,1,0,0,1,0,0,1,0,0
1580.56,True,17,6,0,1,0,0,0,0,1,0,1,0
206.91,False,17,3,1,0,0,0,0,1,0,0,1,0
379.78,False,17,0,1,0,0,0,0,0,1,1,0,0
4.78,False,17,3,0,1,0,0,0,1,0,1,0,0
172.98,False,17,5,0,1,0,0,1,0,0,0,0,1
390.61,False,17,2,0,1,0,0,0,0,1,1,0,0
562.15,False,17,5,0,0,1,1,0,0,0,1,0,0
1434.05,True,17,4,1,0,0,0,0,1,0,0,1,0
132.53,False,17,4,0,1,0,0,1,0,0,1,0,0
210.75,False,17,0,1,0,0,1,0,0,0,0,1,0
440.22,False,17,6,1,0,0,0,1,0,0,1,0,0
1843.23,False,17,3,1,0,0,0,1,0,0,1,0,0
149.14,True,17,5,0,1,0,0,0,0,1,0,1,0
414.6,False,17,4,1,0,0,0,0,1,0,0,1,0
984.77,False,17,5,1,0,0,0,1,0,0,0,0,1
267.16,True,17,2,0,1,0,0,0,0,1,0,0,1
167.95,False,17,5,0,0,1,1,0,0,0,0,1,0
872.32,False,17,3,0,1,0,1,0,0,0,0,1,0
45.58,False,17,1,0,0,1,1,0,0,0,1,0,0
5.44,True,17,3,0,1,0,0,1,0,0,1,0,0
243.13,False,17,6,0,0,1,0,1,0,0,0,1,0
500.4,False,17,4,0,1,0,0,0,1,0,1,0,0
1.05,False,17,4,0,1,0,0,1,0,0,0,0,1
224.7,False,17,1,0,0,1,1,0,0,0,0,0,1
1494.22,True,17,3,0,1,0,0,0,0,1,0,0,1
327.3,False,17,0,1,0,0,0,0,0,1,0,0,1
385.83,True,17,1,0,0,1,0,0,1,0,1,0,0
1895.87,False,17,2,1,0,0,0,0,0,1,1,0,0
353.43,True,17,4,0,1,0,0,1,0,0,1,0,0
90.51,False,17,6,1,0,0,0,0,0,1,0,0,1
903.4,False,17,3,1,0,0,0,0,1,0,0,1,0
464.22,True,17,1,0,1,0,0,0,1,0,1,0,0
187.16,True,17,6,1,0,0,0,0,0,1,0,1,0
1936.48,True,17,3,0,0,1,0,0,1,0,0,1,0
169.59,False,17,5,1,0,0,0,0,0,1,0,1,0
26.89,False,17,2,1,0,0,0,0,0,1,0,1,0
1270.04,False,17,6,0,0,1,0,0,0,1,0,1,0
142.51,False,17,3,1,0,0,1,0,0,0,0,0,1
14.62,False,17,2,0,0,1,0,1,0,0,0,1,0
2587.08,False,17,1,0,0,1,1,0,0,0,1,0,0
268.8,False,17,4,0,1,0,0,0,1,0,1,0,0
271.68,False,17,1,0,1,0,0,0,0,1,1,0,0
429.53,False,17,0,0,1,0,1,0,0,0,0,0,1
1555.44,True,17,2,1,0,0,1,0,0,0,1,0,0
2310.75,False,17,3,1,0,0,1,0,0,0,0,1,0
1283.76,False,17,5,0,1,0,1,0,0,0,0,0,1
83.04,False,17,5,1,0,0,0,0,1,0,0,0,1
209.89,False,17,5,1,0,0,1,0,0,0,1,0,0
318.31,False,17,0,1,0,0,1,0,0,0,0,0,1
738.08,False,17,4,0,0,1,1,0,0,0,1,0,0
57.42,False,17,4,1,0,0,0,0,1,0,0,1,0
662.81,False,17,2,1,0,0,0,0,0,1,0,0,1
323.38,False,17,2,0,0,1,1,0,0,0,0,0,1
338.2,False,17,0,0,0,1,1,0,0,0,1,0,0
182.31,False,17,5,0,0,1,0,0,0,1,1,0,0
459.0,False,17,2,0,0,1,0,1,0,0,1,0,0
1147.54,False,17,2,1,0,0,0,0,1,0,0,0,1
588.04,False,17,0,1,0,0,0,0,0,1,1,0,0
46.06,False,17,3,0,0,1,0,0,0,1,1,0,0
13.81,False,17,3,0,1,0,1,0,0,0,0,0,1
276.63,False,17,5,1,0,0,1,0,0,0,0,1,0
367.42,False,17,0,1,0,0,0,1,0,0,0,0,1
57.11,False,17,4,0,1,0,1,0,0,0,0,1,0
417.37,False,17,2,0,0,1,0,1,0,0,0,1,0
207.55,True,17,5,0,1,0,1,0,0,0,0,1,0
82.57,False,17,1,1,0,0,0,0,1,0,0,1,0
87.05,False,17,6,0,0,1,0,1,0,0,1,0,0
2.76,False,17,0,1,0,0,0,0,0,1,0,1,0
486.65,False,17,5,0,0,1,0,0,1,0,0,0,1
79.93,False,17,1,1,0,0,1,0,0,0,1,0,0
47.77,True,17,4,1,0,0,0,1,0,0,1,0,0
239.48,False,17,0,0,0,1,0,0,1,0,0,0,1
2088.35,False,17,5,0,1,0,1,0,0,0,0,1,0
60.8,False,17,2,0,0,1,0,1,0,0,1,0,0
26.55,True,17,2,0,0,1,0,0,0,1,0,1,0
186.05,False,17,3,1,0,0,0,0,1,0,0,0,1
873.09,True,17,4,1,0,0,0,0,0,1,1,0,0
1728.23,False,17,4,0,0,1,0,0,1,0,0,0,1
300.48,False,17,0,1,0,0,1,0,0,0,0,0,1
190.23,True,17,0,0,1,0,0,0,1,0,0,0,1
38.25,False,17,6,1,0,0,0,0,1,0,0,1,0
171.48,True,17,4,0,0,1,0,0,0,1,0,1,0
90.51,False,17,6,0,1,0,0,0,0,1,0,0,1
198.63,True,17,4,0,1,0,0,0,0,1,0,0,1
423.17,False,17,1,1,0,0,0,0,1,0,0,1,0
668.3,False,17,4,0,0,1,0,1,0,0,1,0,0
247.11,False,17,2,0,0,1,0,0,0,1,1,0,0
414.09,False,17,2,0,0,1,0,0,0,1,0,1,0
905.65,True,17,3,1,0,0,1,0,0,0,0,1,0
578.7,False,17,2,1,0,0,0,0,0,1,0,0,1
230.37,False,17,1,1,0,0,1,0,0,0,1,0,0
996.37,False,17,0,0,0,1,0,1,0,0,0,1,0
13.09,False,17,1,1,0,0,0,0,0,1,0,1,0
107.45,True,17,6,1,0,0,0,1,0,0,0,1,0
1146.64,False,17,4,0,0,1,1,0,0,0,1,0,0
206.78,True,17,4,1,0,0,1,0,0,0,0,1,0
83.9,False,17,6,1,0,0,0,0,1,0,0,1,0
179.82,False,17,2,0,1,0,0,1,0,0,0,1,0
447.76,False,17,5,0,0,1,0,0,0,1,0,0,1
115.31,True,17,6,1,0,0,1,0,0,0,0,1,0
381.83,False,17,1,0,1,0,0,0,0,1,1,0,0
20.37,False,17,5,0,0,1,0,0,0,1,0,0,1
148.26,False,17,5,0,1,0,0,1,0,0,0,0,1
38.89,False,17,0,1,0,0,0,1,0,0,1,0,0
464.26,False,17,5,0,0,1,0,0,1,0,1,0,0
443.94,False,17,2,1,0,0,0,1,0,0,0,1,0
718.53,False,17,0,1,0,0,0,1,0,0,0,1,0
978.16,False,17,6,1,0,0,1,0,0,0,1,0,0
320.81,True,17,4,0,1,0,0,0,1,0,0,1,0
157.38,True,17,2,1,0,0,0,1,0,0,0,1,0
138.53,False,17,5,0,0,1,0,0,0,1,1,0,0
135.07,False,17,5,0,1,0,1,0,0,0,0,1,0
184.67,True,17,4,0,1,0,0,0,1,0,0,0,1
130.78,False,17,3,1,0,0,0,1,0,0,1,0,0
91.88,True,17,3,1,0,0,0,0,0,1,0,1,0
16.41,False,17,3,0,1,0,1,0,0,0,0,0,1
169.55,False,17,6,0,0,1,1,0,0,0,1,0,0
1278.51,False,17,6,1,0,0,0,0,1,0,0,1,0
75.31,False,17,4,0,0,1,0,0,1,0,0,1,0
855.29,False,17,0,1,0,0,0,1,0,0,0,1,0
33.13,False,17,5,0,1,0,0,0,1,0,1,0,0
222.82,False,17,3,0,0,1,0,0,0,1,0,1,0
163.62,False,17,1,0,0,1,0,0,1,0,0,0,1
366.15,True,17,3,1,0,0,0,0,1,0,1,0,0
485.06,False,17,5,0,1,0,0,0,1,0,0,1,0
227.65,False,17,0,0,1,0,0,0,1,0,0,0,1
415.24,True,17,0,0,0,1,1,0,0,0,0,1,0
104.14,False,17,4,1,0,0,0,0,1,0,0,1,0
473.67,False,17,6,0,0,1,1,0,0,0,1,0,0
551.05,False,17,4,0,1,0,0,1,0,0,0,1,0
724.25,False,17,5,1,0,0,0,1,0,0,1,0,0
74.86,False,17,6,0,0,1,1,0,0,0,0,0,1
76.38,False,17,2,0,0,1,0,0,1,0,1,0,0
119.96,False,17,5,0,1,0,0,0,1,0,0,1,0
48.4,False,17,4,0,0,1,0,0,1,0,0,0,1
602.88,False,17,0,0,1,0,0,1,0,0,1,0,0
24.36,False,17,2,0,1,0,0,1,0,0,0,0,1
41.7,False,17,1,0,0,1,0,0,0,1,1,0,0
326.42,False,17,1,0,0,1,1,0,0,0,0,1,0
264.88,False,17,4,1,0,0,0,1,0,0,0,0,1
218.96,False,17,6,0,0,1,0,0,1,0,1,0,0
65.22,False,17,5,0,1,0,0,1,0,0,1,0,0
302.57,False,17,6,1,0,0,1,0,0,0,0,0,1
52.57,False,17,5,0,0,1,0,1,0,0,1,0,0
163.99,False,17,4,1,0,0,0,0,1,0,0,0,1
0.56,False,17,6,1,0,0,1,0,0,0,0,0,1
178.1,False,17,3,0,0,1,0,0,1,0,1,0,0
103.29,False,17,4,0,0,1,0,1,0,0,0,0,1
1048.12,True,17,6,0,1,0,1,0,0,0,1,0,0
468.08,False,17,6,0,0,1,1,0,0,0,0,0,1
1724.45,False,17,4,0,1,0,0,0,1,0,0,0,1
338.33,True,17,1,1,0,0,1,0,0,0,1,0,0
281.11,False,17,6,1,0,0,1,0,0,0,0,0,1
171.81,False,17,3,0,1,0,1,0,0,0,0,0,1
890.11,False,17,4,1,0,0,0,0,0,1,0,1,0
181.51,False,17,1,0,1,0,1,0,0,0,0,0,1
1558.05,False,17,3,1,0,0,1,0,0,0,0,1,0
805.62,True,17,0,1,0,0,1,0,0,0,1,0,0
5.68,True,17,3,0,1,0,0,0,1,0,0,1,0
222.52,False,17,0,0,0,1,0,1,0,0,0,1,0
1225.41,False,17,6,0,1,0,0,0,0,1,0,1,0
43.01,False,17,3,0,0,1,1,0,0,0,0,1,0
366.58,False,17,4,1,0,0,0,1,0,0,0,0,1
632.58,False,17,3,0,1,0,1,0,0,0,0,1,0
117.0,False,17,5,1,0,0,0,1,0,0,0,0,1
213.85,False,17,1,0,1,0,1,0,0,0,0,1,0
1621.33,True,17,3,0,1,0,0,1,0,0,1,0,0
204.81,False,17,3,1,0,0,0,1,0,0,0,0,1
378.52,False,17,5,0,1,0,1,0,0,0,0,0,1
214.61,False,17,1,1,0,0,0,0,0,1,0,1,0
823.3,False,17,0,0,1,0,0,0,0,1,0,0,1
252.62,False,17,3,0,1,0,0,0,0,1,0,1,0
62.11,False,17,6,0,1,0,0,0,0,1,0,0,1
209.13,False,17,3,1,0,0,0,1,0,0,1,0,0
747.66,False,17,6,0,0,1,0,0,0,1,1,0,0
87.21,False,17,4,0,1,0,1,0,0,0,0,0,1
83.42,True,17,2,0,0,1,0,0,1,0,0,1,0
86.19,False,17,3,1,0,0,0,0,1,0,1,0,0
181.83,False,17,4,0,0,1,0,1,0,0,0,1,0
37.78,False,17,5,0,0,1,0,0,0,1,0,1,0
938.86,True,17,6,0,0,1,0,0,0,1,0,0,1
1070.38,False,17,2,1,0,0,0,1,0,0,0,0,1
115.79,True,17,6,0,1,0,1,0,0,0,0,0,1
215.04,False,17,1,0,1,0,0,1,0,0,0,1,0
70.89,False,17,3,0,0,1,0,0,0,1,0,1,0
3.91,True,17,5,1,0,0,0,1,0,0,0,1,0
1187.12,True,17,5,1,0,0,0,0,1,0,0,1,0
341.83,False,17,3,0,0,1,0,1,0,0,0,0,1
279.28,True,17,0,0,0,1,0,0,0,1,1,0,0
272.42,False,17,3,0,0,1,0,0,1,0,1,0,0
129.15,False,17,5,0,1,0,1,0,0,0,1,0,0
29.05,False,17,3,1,0,0,1,0,0,0,0,1,0
50.69,False,17,5,0,1,0,0,1,0,0,1,0,0
48.67,False,17,4,0,1,0,0,0,1,0,0,0,1
271.04,False,17,3,0,0,1,1,0,0,0,1,0,0
59.41,False,17,1,0,0,1,0,1,0,0,0,0,1
2033.91,False,17,0,0,1,0,0,1,0,0,1,0,0
523.83,False,17,1,0,0,1,0,1,0,0,1,0,0
161.51,False,17,2,0,1,0,1,0,0,0,0,0,1
185.69,False,17,1,0,1,0,1,0,0,0,0,0,1
136.13,False,17,1,0,1,0,1,0,0,0,0,0,1
236.46,True,17,3,0,1,0,1,0,0,0,0,1,0
294.39,True,17,3,0,0,1,0,0,0,1,1,0,0
228.96,False,17,1,1,0,0,1,0,0,0,1,0,0
882.04,False,17,6,0,1,0,0,1,0,0,1,0,0
2779.7,False,17,3,1,0,0,0,1,0,0,0,1,0
17.14,False,17,2,1,0,0,0,1,0,0,1,0,0
60.01,False,17,5,0,0,1,0,0,1,0,0,1,0
160.79,False,17,3,1,0,0,1,0,0,0,0,1,0
216.59,False,17,5,1,0,0,0,0,0,1,0,1,0
718.62,False,17,5,0,1,0,0,0,1,0,1,0,0
341.21,False,17,1,0,1,0,0,0,1,0,0,1,0
495.26,False,17,5,1,0,0,1,0,0,0,0,1,0
70.37,True,17,2,0,0,1,0,0,0,1,1,0,0
436.24,False,17,3,0,0,1,0,0,1,0,0,0,1
777.17,False,17,2,1,0,0,0,1,0,0,0,1,0
312.76,False,17,0,0,1,0,1,0,0,0,0,1,0
168.64,False,17,3,0,0,1,0,1,0,0,0,0,1
1209.64,False,17,4,0,1,0,1,0,0,0,1,0,0
203.56,False,17,1,0,1,0,0,0,0,1,1,0,0
1098.59,False,17,4,0,1,0,0,1,0,0,0,0,1
106.89,False,17,0,0,1,0,0,0,0,1,0,0,1
45.95,False,17,3,1,0,0,0,1,0,0,0,1,0
66.22,False,17,5,0,0,1,1,0,0,0,1,0,0
333.5,True,17,1,0,1,0,0,0,1,0,1,0,0
332.16,False,17,5,1,0,0,0,0,0,1,0,0,1
191.7,True,17,0,0,0,1,0,0,0,1,1,0,0
12.56,False,17,1,1,0,0,0,0,0,1,1,0,0
187.71,False,17,2,1,0,0,1,0,0,0,1,0,0
837.56,False,17,4,0,1,0,0,1,0,0,1,0,0
267.99,False,17,4,0,1,0,0,0,1,0,0,0,1
76.47,False,17,5,0,1,0,0,0,1,0,0,0,1
42.67,False,17,3,0,0,1,0,1,0,0,0,0,1
265.75,False,17,3,0,0,1,0,1,0,0,0,1,0
12.35,True,17,2,1,0,0,0,1,0,0,0,1,0
443.06,True,17,5,0,0,1,0,0,0,1,0,1,0
160.46,True,17,4,0,0,1,0,0,0,1,0,0,1
5.85,True,17,4,0,0,1,0,0,1,0,1,0,0
251.54,False,17,3,0,0,1,0,0,0,1,1,0,0
697.37,True,17,3,0,0,1,0,1,0,0,1,0,0
5.84,False,17,1,0,1,0,0,1,0,0,0,0,1
763.92,False,17,3,1,0,0,1,0,0,0,1,0,0
6.71,False,17,0,1,0,0,1,0,0,0,0,1,0
181.79,False,17,0,0,0,1,1,0,0,0,1,0,0
252.58,False,17,4,1,0,0,1,0,0,0,0,1,0
957.74,False,17,4,0,1,0,0,0,0,1,1,0,0
942.32,False,17,0,1,0,0,1,0,0,0,0,0,1
94.7,False,17,5,0,0,1,1,0,0,0,1,0,0
216.06,False,17,6,0,0,1,0,0,0,1,1,0,0
54.12,True,17,3,0,1,0,0,1,0,0,0,0,1
806.61,False,17,5,0,1,0,0,0,1,0,1,0,0
1934.87,True,17,4,1,0,0,0,0,1,0,1,0,0
129.06,False,17,5,0,0,1,1,0,0,0,0,0,1
287.54,True,17,6,1,0,0,0,1,0,0,0,1,0
454.61,True,17,6,1,0,0,0,0,0,1,1,0,0
41.35,False,17,6,1,0,0,0,0,1,0,1,0,0
97.28,False,17,5,0,1,0,0,0,1,0,0,0,1
252.06,False,17,1,1,0,0,0,0,1,0,1,0,0
127.71,False,17,0,0,0,1,0,1,0,0,0,0,1
317.27,False,17,3,0,1,0,0,0,0,1,1,0,0
240.7,False,17,6,1,0,0,0,0,1,0,0,0,1
330.65,False,17,3,0,1,0,1,0,0,0,1,0,0
98.54,False,17,4,0,0,1,1,0,0,0,1,0,0
476.44,True,17,5,0,1,0,0,0,0,1,0,1,0
541.93,True,17,1,1,0,0,0,0,0,1,0,1,0
26.23,False,17,6,0,0,1,0,1,0,0,1,0,0
1452.19,True,17,3,1,0,0,1,0,0,0,1,0,0
142.45,False,17,2,1,0,0,0,1,0,0,0,0,1
1332.75,True,17,1,0,1,0,0,1,0,0,1,0,0
215.21,True,17,6,0,1,0,1,0,0,0,0,0,1
604.29,False,17,3,1,0,0,0,1,0,0,0,1,0
541.34,False,17,5,1,0,0,0,0,0,1,0,0,1
228.28,False,17,4,0,0,1,0,0,0,1,0,0,1
300.05,False,17,3,0,0,1,0,0,0,1,0,1,0
34.11,False,17,4,1,0,0,0,0,0,1,1,0,0
1000.87,False,17,6,0,1,0,1,0,0,0,1,0,0
375.09,False,17,4,1,0,0,0,0,1,0,1,0,0
190.25,False,17,1,1,0,0,0,1,0,0,0,1,0
300.64,False,17,2,0,0,1,1,0,0,0,0,0,1
321.0,False,17,1,1,0,0,0,1,0,0,0,0,1
688.05,False,17,6,0,0,1,0,0,0,1,0,1,0
25.62,True,17,0,0,1,0,1,0,0,0,0,0,1
86.03,False,17,1,0,0,1,0,0,0,1,0,1,0
27.76,True,17,2,0,0,1,0,1,0,0,0,0,1
329.94,True,17,0,0,1,0,0,0,0,1,1,0,0
7.81,False,17,3,0,1,0,0,0,1,0,0,0,1
285.09,False,17,2,0,1,0,1,0,0,0,1,0,0
15.94,False,17,5,1,0,0,0,0,1,0,0,1,0
29.76,False,17,6,1,0,0,1,0,0,0,0,0,1
769.62,False,17,6,1,0,0,1,0,0,0,0,0,1
231.17,False,17,0,0,1,0,0,1,0,0,1,0,0
244.65,True,17,4,0,1,0,1,0,0,0,0,0,1
263.93,False,17,3,1,0,0,0,0,1,0,1,0,0
109.59,False,17,3,1,0,0,0,0,0,1,0,0,1
236.26,False,17,1,0,0,1,0,1,0,0,0,1,0
164.9,False,17,4,0,1,0,1,0,0,0,0,1,0
5.38,False,17,2,1,0,0,1,0,0,0,1,0,0
54.15,False,17,2,1,0,0,1,0,0,0,1,0,0
