amount,is_vpn,hour_of_day,day_of_week,device_type_desktop,device_type_mobile,device_type_tablet,"location_California, USA","location_Florida, USA","location_New York, USA","location_Texas, USA",card_type_credit,card_type_debit,card_type_prepaid
105.95,False,17,6,0,0,1,1,0,0,0,0,0,1
1430.23,False,17,4,0,0,1,0,1,0,0,1,0,0
1141.19,True,17,0,0,0,1,0,0,0,1,1,0,0
64.47,False,17,6,0,1,0,1,0,0,0,0,0,1
531.36,False,17,3,0,1,0,0,0,0,1,0,0,1
268.84,False,17,0,0,1,0,0,0,0,1,1,0,0
1549.84,True,17,4,1,0,0,0,1,0,0,0,1,0
290.27,False,17,3,0,1,0,0,0,0,1,0,1,0
20.07,False,17,6,1,0,0,0,0,1,0,0,0,1
11.03,True,17,3,0,1,0,0,0,1,0,0,0,1
509.32,False,17,0,0,1,0,0,0,1,0,0,0,1
360.11,False,17,4,0,0,1,1,0,0,0,0,0,1
101.86,True,17,2,0,0,1,0,1,0,0,0,1,0
12.84,True,17,4,0,1,0,0,1,0,0,0,1,0
72.38,False,17,3,0,0,1,0,0,1,0,1,0,0
265.48,True,17,5,0,0,1,0,0,1,0,0,1,0
110.44,False,17,0,0,1,0,0,0,1,0,0,1,0
430.93,True,17,0,0,0,1,0,0,1,0,1,0,0
134.64,False,17,0,0,1,0,0,1,0,0,0,1,0
511.81,False,17,1,1,0,0,0,0,1,0,0,1,0
987.3,False,17,0,0,1,0,0,0,0,1,1,0,0
57.38,True,17,0,1,0,0,0,0,0,1,1,0,0
12.4,False,17,2,1,0,0,0,0,1,0,0,0,1
3331.0,False,17,2,0,1,0,1,0,0,0,1,0,0
2269.71,False,17,4,0,1,0,0,0,0,1,1,0,0
176.22,False,17,3,1,0,0,0,0,0,1,0,1,0
225.68,True,17,1,0,0,1,0,0,0,1,1,0,0
542.46,False,17,1,0,0,1,0,0,0,1,0,1,0
417.57,False,17,3,1,0,0,0,1,0,0,0,0,1
592.44,False,17,0,1,0,0,0,1,0,0,0,1,0
1103.55,False,17,1,0,1,0,0,0,1,0,0,1,0
230.8,False,17,1,1,0,0,0,1,0,0,0,0,1
1109.69,False,17,3,0,1,0,0,0,0,1,1,0,0
135.6,False,17,4,1,0,0,1,0,0,0,1,0,0
193.23,True,17,2,0,1,0,0,0,1,0,1,0,0
507.19,True,17,0,0,0,1,0,0,0,1,0,0,1
1430.53,False,17,3,0,0,1,0,0,1,0,0,0,1
838.81,False,17,6,1,0,0,0,0,1,0,0,0,1
389.02,False,17,5,1,0,0,1,0,0,0,1,0,0
91.11,True,17,5,1,0,0,0,1,0,0,1,0,0
499.12,True,17,2,0,1,0,1,0,0,0,0,1,0
740.31,False,17,4,0,0,1,0,1,0,0,1,0,0
270.75,False,17,3,1,0,0,0,1,0,0,1,0,0
1953.59,False,17,2,0,0,1,1,0,0,0,0,0,1
192.35,True,17,6,0,1,0,0,1,0,0,1,0,0
394.44,False,17,1,0,1,0,0,0,0,1,0,1,0
224.72,False,17,4,0,1,0,0,0,1,0,1,0,0
903.58,False,17,1,1,0,0,1,0,0,0,1,0,0
160.6,False,17,2,1,0,0,0,0,0,1,0,0,1
295.32,False,17,5,1,0,0,0,0,1,0,0,0,1
201.47,True,17,6,0,0,1,0,0,0,1,0,1,0
519.48,False,17,4,1,0,0,0,0,0,1,1,0,0
326.58,False,17,0,0,0,1,0,1,0,0,0,0,1
318.34,True,17,6,0,1,0,0,1,0,0,0,0,1
76.0,True,17,0,0,0,1,0,0,1,0,0,0,1
154.01,True,17,4,1,0,0,0,0,1,0,0,0,1
283.27,False,17,4,1,0,0,0,1,0,0,1,0,0
814.91,True,17,1,0,1,0,0,0,1,0,0,1,0
100.44,False,17,3,0,1,0,1,0,0,0,0,0,1
110.17,True,17,3,0,1,0,1,0,0,0,0,0,1
408.98,False,17,5,0,0,1,0,0,0,1,1,0,0
290.9,True,17,3,0,1,0,0,0,0,1,1,0,0
46.18,False,17,4,0,1,0,0,1,0,0,0,0,1
487.39,False,17,0,0,1,0,0,0,1,0,0,1,0
1634.48,False,17,0,0,0,1,1,0,0,0,0,1,0
299.96,False,17,3,0,1,0,0,1,0,0,1,0,0
23.49,True,17,4,1,0,0,0,0,0,1,1,0,0
900.55,True,17,4,0,1,0,0,1,0,0,0,1,0
109.39,False,17,3,0,0,1,0,0,1,0,0,0,1
499.85,False,17,5,0,1,0,0,1,0,0,1,0,0
345.53,False,17,2,0,0,1,1,0,0,0,0,1,0
261.11,False,17,3,1,0,0,0,1,0,0,1,0,0
304.15,False,17,2,1,0,0,1,0,0,0,0,1,0
119.85,False,17,6,1,0,0,0,0,0,1,0,0,1
539.9,False,17,2,0,0,1,1,0,0,0,0,0,1
166.76,False,17,4,1,0,0,0,0,0,1,0,0,1
421.54,False,17,5,0,0,1,0,0,0,1,0,1,0
358.29,True,17,1,0,1,0,0,0,0,1,1,0,0
479.7,True,17,6,1,0,0,1,0,0,0,0,1,0
1014.48,False,17,3,0,0,1,0,0,1,0,0,0,1
129.52,False,17,3,0,0,1,1,0,0,0,0,0,1
122.31,False,17,2,0,0,1,0,0,1,0,1,0,0
1311.16,True,17,4,0,1,0,0,0,1,0,0,0,1
33.27,False,17,2,1,0,0,0,0,0,1,1,0,0
363.94,True,17,6,1,0,0,0,0,0,1,0,0,1
8.48,True,17,0,0,1,0,0,1,0,0,0,1,0
602.82,False,17,1,1,0,0,1,0,0,0,0,1,0
3.97,False,17,6,0,1,0,1,0,0,0,0,1,0
107.98,False,17,0,0,0,1,1,0,0,0,0,1,0
390.5,False,17,6,0,0,1,0,1,0,0,0,0,1
316.94,False,17,0,0,1,0,0,0,1,0,0,0,1
6.26,False,17,1,0,1,0,0,0,0,1,0,1,0
182.66,False,17,4,0,0,1,1,0,0,0,1,0,0
75.32,False,17,1,1,0,0,1,0,0,0,0,0,1
465.88,False,17,6,1,0,0,0,0,1,0,1,0,0
72.74,False,17,5,0,0,1,0,1,0,0,0,1,0
177.07,True,17,6,1,0,0,0,0,0,1,0,1,0
126.92,False,17,6,0,0,1,1,0,0,0,0,1,0
677.16,False,17,6,0,1,0,0,1,0,0,0,0,1
202.88,False,17,0,0,1,0,0,1,0,0,0,1,0
365.94,False,17,5,1,0,0,1,0,0,0,0,1,0
18.1,False,17,5,0,1,0,0,1,0,0,0,1,0
828.14,True,17,4,1,0,0,1,0,0,0,0,0,1
139.74,False,17,6,0,0,1,0,1,0,0,1,0,0
538.84,False,17,1,1,0,0,0,0,1,0,0,1,0
1142.25,False,17,2,0,1,0,1,0,0,0,0,1,0
367.58,True,17,2,0,0,1,1,0,0,0,0,1,0
12.77,False,17,3,0,1,0,0,0,1,0,0,1,0
428.53,False,17,3,1,0,0,0,1,0,0,1,0,0
413.77,False,17,2,0,1,0,0,0,1,0,0,0,1
156.51,True,17,2,0,1,0,0,0,0,1,1,0,0
118.25,False,17,3,1,0,0,0,0,0,1,1,0,0
122.21,False,17,5,1,0,0,0,1,0,0,0,0,1
299.39,False,17,4,1,0,0,0,0,1,0,0,0,1
372.52,False,17,0,0,1,0,0,0,0,1,0,0,1
66.22,False,17,1,1,0,0,0,1,0,0,1,0,0
11.69,False,17,0,1,0,0,0,0,1,0,0,1,0
119.35,False,17,5,0,1,0,1,0,0,0,1,0,0
1749.11,True,17,2,0,0,1,0,1,0,0,0,0,1
244.06,False,17,4,1,0,0,0,0,1,0,0,1,0
1283.19,False,17,0,0,0,1,0,1,0,0,0,1,0
482.4,False,17,1,1,0,0,0,0,1,0,1,0,0
260.35,False,17,4,0,1,0,0,0,0,1,0,1,0
372.55,False,17,1,1,0,0,0,1,0,0,0,0,1
458.25,False,17,5,0,1,0,0,0,0,1,1,0,0
167.37,False,17,6,0,1,0,0,1,0,0,0,1,0
68.35,True,17,4,1,0,0,1,0,0,0,0,0,1
657.61,False,17,3,1,0,0,0,0,0,1,0,0,1
121.33,False,17,1,0,1,0,0,1,0,0,0,1,0
226.92,False,17,4,1,0,0,0,0,0,1,0,0,1
140.9,False,17,0,0,0,1,0,1,0,0,0,1,0
414.2,False,17,3,0,0,1,1,0,0,0,0,0,1
2323.87,False,17,4,0,0,1,1,0,0,0,1,0,0
70.99,False,17,0,1,0,0,0,0,1,0,0,0,1
47.81,False,17,1,0,1,0,0,0,1,0,0,1,0
2.82,True,17,6,0,1,0,1,0,0,0,1,0,0
524.83,True,17,6,1,0,0,0,0,0,1,1,0,0
549.94,False,17,5,0,0,1,0,0,0,1,0,0,1
610.25,False,17,6,0,1,0,0,0,0,1,0,1,0
11.71,False,17,5,1,0,0,0,0,1,0,0,0,1
165.12,False,17,5,0,0,1,0,1,0,0,1,0,0
73.26,False,17,2,0,0,1,0,0,1,0,0,1,0
480.23,False,17,0,0,1,0,1,0,0,0,1,0,0
2901.18,True,17,4,0,0,1,1,0,0,0,0,1,0
993.8,False,17,3,0,0,1,0,1,0,0,0,0,1
223.79,False,17,6,1,0,0,1,0,0,0,0,1,0
380.32,True,17,0,1,0,0,0,0,0,1,1,0,0
987.71,False,17,6,0,0,1,0,0,1,0,0,0,1
282.76,False,17,1,0,1,0,0,1,0,0,0,0,1
1612.29,True,17,4,0,0,1,0,0,0,1,0,0,1
373.38,True,17,4,0,1,0,0,0,0,1,0,1,0
1111.58,True,17,6,0,1,0,0,0,1,0,0,0,1
208.29,False,17,5,0,0,1,1,0,0,0,0,0,1
370.92,False,17,2,1,0,0,0,1,0,0,0,0,1
184.83,True,17,6,0,1,0,0,1,0,0,0,1,0
571.16,False,17,6,0,1,0,0,1,0,0,0,1,0
85.93,False,17,5,0,0,1,0,0,1,0,1,0,0
161.95,True,17,0,1,0,0,0,0,1,0,0,0,1
100.16,False,17,3,0,1,0,0,1,0,0,0,1,0
255.05,False,17,5,1,0,0,0,1,0,0,0,1,0
355.86,False,17,6,1,0,0,1,0,0,0,0,0,1
367.49,True,17,3,0,1,0,0,0,0,1,1,0,0
147.57,False,17,0,0,0,1,0,0,0,1,1,0,0
4.19,False,17,3,0,1,0,0,1,0,0,0,0,1
715.54,False,17,4,1,0,0,1,0,0,0,1,0,0
127.53,False,17,0,1,0,0,0,1,0,0,0,1,0
1652.83,False,17,6,1,0,0,1,0,0,0,0,1,0
436.37,True,17,0,1,0,0,1,0,0,0,0,1,0
237.12,False,17,5,1,0,0,0,0,0,1,0,1,0
48.77,False,17,5,0,0,1,0,0,0,1,0,0,1
148.01,False,17,5,0,0,1,1,0,0,0,0,1,0
543.36,False,17,3,0,1,0,0,0,1,0,1,0,0
3342.32,False,17,4,0,1,0,0,0,0,1,0,1,0
1016.19,False,17,2,1,0,0,0,0,1,0,0,0,1
23.32,False,17,4,1,0,0,1,0,0,0,0,0,1
589.41,False,17,2,1,0,0,1,0,0,0,0,1,0
43.25,False,17,1,0,0,1,1,0,0,0,0,1,0
470.99,True,17,1,0,0,1,0,0,0,1,0,0,1
776.42,False,17,5,1,0,0,0,0,0,1,0,1,0
2734.49,False,17,1,0,1,0,0,1,0,0,0,0,1
173.72,False,17,1,1,0,0,0,0,0,1,1,0,0
421.67,False,17,5,1,0,0,0,1,0,0,0,1,0
24.33,True,17,1,0,0,1,0,0,0,1,0,1,0
57.41,False,17,4,0,1,0,0,0,0,1,1,0,0
150.59,False,17,5,0,1,0,1,0,0,0,1,0,0
101.28,False,17,4,0,0,1,1,0,0,0,0,0,1
603.69,False,17,2,0,1,0,0,0,1,0,1,0,0
261.18,False,17,1,1,0,0,1,0,0,0,0,1,0
133.82,False,17,4,1,0,0,0,0,0,1,0,0,1
220.16,False,17,2,1,0,0,0,0,1,0,0,0,1
11.9,False,17,6,1,0,0,0,0,1,0,1,0,0
67.21,True,17,4,0,0,1,0,1,0,0,0,0,1
569.05,False,17,6,1,0,0,1,0,0,0,0,0,1
278.2,False,17,2,0,0,1,1,0,0,0,0,0,1
843.77,True,17,6,1,0,0,0,0,0,1,0,1,0
387.69,False,17,1,0,1,0,0,0,1,0,1,0,0
111.83,False,17,6,0,0,1,0,0,0,1,0,1,0
157.71,False,17,3,0,1,0,1,0,0,0,0,0,1
662.77,True,17,0,0,1,0,0,0,0,1,1,0,0
421.08,False,17,3,0,1,0,1,0,0,0,0,0,1
23.3,True,17,5,1,0,0,0,0,0,1,0,0,1
54.85,False,17,4,0,1,0,0,0,1,0,0,1,0
872.37,False,17,6,0,0,1,1,0,0,0,1,0,0
223.73,False,17,4,1,0,0,0,0,0,1,1,0,0
129.13,True,17,1,0,1,0,0,0,0,1,1,0,0
68.16,True,17,4,0,1,0,0,0,1,0,0,1,0
282.56,False,17,5,1,0,0,0,1,0,0,0,1,0
8.23,False,17,2,0,1,0,0,0,0,1,0,1,0
331.27,False,17,0,0,1,0,0,0,0,1,1,0,0
210.61,True,17,3,1,0,0,0,0,1,0,0,1,0
104.47,False,17,3,1,0,0,1,0,0,0,1,0,0
1279.53,False,17,3,1,0,0,0,1,0,0,1,0,0
177.73,False,17,2,0,0,1,0,0,1,0,0,1,0
3.36,True,17,3,0,1,0,0,0,1,0,1,0,0
464.26,False,17,5,1,0,0,0,0,0,1,1,0,0
46.87,False,17,5,0,1,0,0,1,0,0,0,0,1
456.14,False,17,4,0,0,1,0,1,0,0,0,1,0
160.24,False,17,0,1,0,0,0,0,1,0,0,1,0
102.52,False,17,6,1,0,0,0,1,0,0,1,0,0
79.33,False,17,1,0,0,1,0,0,1,0,0,0,1
190.77,False,17,5,1,0,0,0,0,0,1,0,0,1
981.79,False,17,2,1,0,0,0,0,1,0,1,0,0
223.34,True,17,2,0,1,0,0,0,0,1,0,0,1
216.03,False,17,4,1,0,0,1,0,0,0,1,0,0
43.31,False,17,5,0,0,1,0,0,0,1,1,0,0
239.81,False,17,2,1,0,0,0,0,1,0,0,1,0
259.68,True,17,1,1,0,0,0,0,0,1,0,0,1
569.23,False,17,3,0,1,0,0,0,1,0,1,0,0
237.09,True,17,0,1,0,0,0,0,1,0,0,0,1
208.2,False,17,5,1,0,0,0,0,0,1,0,1,0
287.06,False,17,6,1,0,0,0,1,0,0,0,0,1
77.14,True,17,1,0,1,0,0,0,0,1,0,0,1
46.77,False,17,1,0,1,0,1,0,0,0,1,0,0
444.13,False,17,5,1,0,0,1,0,0,0,0,0,1
204.99,False,17,6,1,0,0,1,0,0,0,0,1,0
282.94,False,17,5,1,0,0,0,1,0,0,1,0,0
1239.11,False,17,1,0,0,1,0,1,0,0,0,0,1
187.89,False,17,1,0,1,0,0,0,1,0,1,0,0
237.0,False,17,4,0,1,0,0,1,0,0,0,1,0
704.97,True,17,0,0,1,0,0,1,0,0,1,0,0
466.59,False,17,0,0,1,0,1,0,0,0,0,0,1
19.84,False,17,0,1,0,0,1,0,0,0,1,0,0
172.39,False,17,6,0,0,1,0,0,0,1,1,0,0
499.68,True,17,3,0,0,1,1,0,0,0,1,0,0
62.51,False,17,0,0,1,0,0,0,0,1,0,0,1
73.49,False,17,2,0,0,1,0,0,0,1,0,0,1
128.39,False,17,3,0,1,0,0,0,1,0,1,0,0
156.68,False,17,3,1,0,0,0,0,0,1,0,0,1
99.65,False,17,0,0,0,1,0,1,0,0,0,1,0
453.23,False,17,4,0,1,0,0,0,0,1,0,1,0
13.32,False,17,6,0,1,0,0,0,1,0,0,1,0
125.7,False,17,5,0,0,1,1,0,0,0,0,1,0
14.92,True,17,5,0,1,0,1,0,0,0,0,1,0
386.57,False,17,2,0,1,0,0,1,0,0,0,1,0
151.57,False,17,5,0,0,1,0,1,0,0,0,1,0
247.6,False,17,4,1,0,0,0,1,0,0,1,0,0
25.15,False,17,6,0,1,0,0,0,0,1,0,0,1
1051.11,False,17,0,0,1,0,0,1,0,0,1,0,0
226.61,False,17,6,0,0,1,0,0,0,1,0,1,0
14.8,True,17,3,0,0,1,0,1,0,0,1,0,0
73.24,False,17,6,0,1,0,1,0,0,0,1,0,0
82.97,False,17,5,0,1,0,0,0,0,1,0,0,1
126.64,False,17,1,1,0,0,0,1,0,0,0,0,1
39.14,False,17,2,0,1,0,0,1,0,0,0,1,0
161.4,False,17,6,0,1,0,0,0,0,1,0,0,1
203.67,False,17,0,0,0,1,0,0,0,1,0,0,1
179.61,False,17,3,1,0,0,0,1,0,0,0,0,1
14.44,False,17,4,0,0,1,0,0,1,0,1,0,0
636.51,True,17,4,0,1,0,0,1,0,0,1,0,0
258.81,False,17,2,1,0,0,0,0,1,0,0,1,0
426.05,False,17,2,0,0,1,0,1,0,0,1,0,0
67.2,False,17,0,0,1,0,1,0,0,0,0,1,0
95.67,False,17,4,0,1,0,1,0,0,0,0,1,0
26.2,False,17,5,0,1,0,0,0,0,1,0,1,0
54.98,False,17,3,0,1,0,1,0,0,0,1,0,0
1245.83,False,17,1,1,0,0,0,0,0,1,0,1,0
192.87,False,17,6,0,0,1,1,0,0,0,0,0,1
182.0,False,17,0,1,0,0,0,1,0,0,0,1,0
25.09,False,17,5,0,1,0,0,0,0,1,0,0,1
391.06,True,17,3,0,1,0,0,0,0,1,1,0,0
30.32,False,17,2,0,1,0,0,0,1,0,0,0,1
75.63,False,17,6,0,0,1,0,1,0,0,1,0,0
113.77,True,17,1,0,1,0,1,0,0,0,1,0,0
1638.66,False,17,0,1,0,0,0,1,0,0,1,0,0
132.42,True,17,5,0,1,0,0,0,1,0,0,1,0
72.28,False,17,4,1,0,0,0,1,0,0,1,0,0
65.92,False,17,5,0,1,0,1,0,0,0,0,1,0
64.25,False,17,2,0,0,1,0,1,0,0,0,0,1
797.51,True,17,0,1,0,0,0,0,1,0,0,1,0
1489.5,False,17,6,1,0,0,1,0,0,0,0,0,1
830.5,True,17,6,1,0,0,1,0,0,0,1,0,0
28.28,True,17,2,0,0,1,0,1,0,0,1,0,0
245.86,False,17,5,0,0,1,0,0,1,0,1,0,0
82.49,False,17,6,0,0,1,0,1,0,0,0,1,0
138.56,False,17,0,0,1,0,1,0,0,0,0,0,1
882.4,True,17,4,1,0,0,0,1,0,0,0,1,0
14.95,False,17,3,1,0,0,1,0,0,0,0,1,0
70.45,False,17,0,1,0,0,1,0,0,0,0,1,0
519.63,False,17,3,1,0,0,0,0,0,1,0,1,0
72.03,False,17,1,1,0,0,0,1,0,0,0,0,1
421.24,False,17,6,0,1,0,0,0,0,1,0,0,1
139.86,False,17,5,0,1,0,0,0,1,0,0,1,0
570.07,True,17,4,0,0,1,1,0,0,0,0,0,1
92.65,False,17,4,0,1,0,1,0,0,0,0,1,0
189.85,False,17,1,0,0,1,1,0,0,0,0,1,0
994.5,False,17,0,0,1,0,1,0,0,0,1,0,0
453.62,False,17,0,0,0,1,0,0,1,0,0,0,1
108.54,False,17,0,0,1,0,0,1,0,0,0,0,1
347.85,False,17,2,0,0,1,0,1,0,0,1,0,0
304.74,True,17,3,1,0,0,1,0,0,0,1,0,0
615.83,False,17,3,0,1,0,1,0,0,0,1,0,0
833.2,True,17,5,0,0,1,0,1,0,0,0,0,1
227.24,False,17,5,0,0,1,0,0,1,0,0,1,0
2729.01,False,17,3,1,0,0,0,0,0,1,0,1,0
181.44,False,17,0,1,0,0,0,0,0,1,0,1,0
23.63,False,17,2,1,0,0,0,0,1,0,0,1,0
93.75,False,17,6,0,0,1,0,1,0,0,0,1,0
1351.66,True,17,2,1,0,0,0,0,1,0,1,0,0
452.15,False,17,6,0,1,0,0,1,0,0,0,0,1
45.95,False,17,2,1,0,0,1,0,0,0,1,0,0
60.72,False,17,1,0,1,0,1,0,0,0,0,0,1
95.76,False,17,2,1,0,0,0,0,0,1,1,0,0
263.34,False,17,6,0,1,0,0,0,1,0,1,0,0
222.52,False,17,6,1,0,0,1,0,0,0,1,0,0
93.68,False,17,6,1,0,0,0,0,0,1,0,1,0
200.83,False,17,4,1,0,0,0,0,0,1,0,0,1
266.29,True,17,3,0,1,0,1,0,0,0,0,0,1
2027.73,True,17,6,0,0,1,0,0,0,1,0,1,0
506.64,False,17,6,1,0,0,0,1,0,0,0,1,0
46.19,False,17,1,0,0,1,0,1,0,0,1,0,0
2328.41,True,17,0,0,1,0,0,1,0,0,0,0,1
87.84,False,17,5,1,0,0,1,0,0,0,1,0,0
92.12,False,17,6,1,0,0,1,0,0,0,0,1,0
231.97,False,17,5,0,1,0,0,1,0,0,0,0,1
27.92,False,17,5,1,0,0,0,1,0,0,1,0,0
16.71,False,17,3,0,0,1,0,1,0,0,0,1,0
290.5,False,17,2,0,1,0,0,0,0,1,0,0,1
646.57,False,17,5,0,0,1,0,1,0,0,0,1,0
291.65,False,17,0,0,1,0,0,0,1,0,0,1,0
756.02,False,17,1,0,0,1,0,0,1,0,1,0,0
672.3,False,17,0,1,0,0,0,1,0,0,1,0,0
1.72,False,17,0,1,0,0,0,0,1,0,1,0,0
601.35,False,17,6,0,1,0,0,0,0,1,0,0,1
358.1,False,17,1,0,0,1,0,0,1,0,0,0,1
14.33,False,17,6,1,0,0,0,1,0,0,0,0,1
246.43,True,17,5,0,1,0,1,0,0,0,0,0,1
182.95,False,17,0,0,1,0,0,0,0,1,1,0,0
199.12,False,17,1,0,0,1,0,1,0,0,0,1,0
409.97,False,17,5,0,1,0,0,0,0,1,0,1,0
1913.25,False,17,0,1,0,0,0,1,0,0,0,1,0
153.74,False,17,0,1,0,0,1,0,0,0,0,0,1
396.51,True,17,5,1,0,0,0,1,0,0,1,0,0
70.62,True,17,5,0,1,0,0,0,0,1,0,1,0
104.09,True,17,3,1,0,0,0,1,0,0,0,0,1
425.97,True,17,5,0,1,0,0,1,0,0,0,1,0
2220.25,False,17,4,0,0,1,0,1,0,0,1,0,0
453.39,False,17,0,1,0,0,0,0,1,0,0,1,0
215.66,False,17,1,1,0,0,0,0,0,1,1,0,0
297.48,False,17,5,0,0,1,0,0,1,0,0,0,1
1194.0,False,17,3,0,1,0,1,0,0,0,0,0,1
227.11,True,17,6,0,0,1,0,1,0,0,0,1,0
6.45,False,17,2,0,0,1,0,1,0,0,0,0,1
729.25,True,17,0,0,1,0,0,1,0,0,0,0,1
25.56,False,17,0,1,0,0,0,1,0,0,0,0,1
92.02,False,17,6,0,0,1,0,0,1,0,0,0,1
25.49,False,17,1,0,1,0,0,0,0,1,0,1,0
158.55,False,17,3,0,0,1,0,1,0,0,0,0,1
553.81,False,17,6,1,0,0,0,0,0,1,0,1,0
143.46,True,17,5,0,1,0,1,0,0,0,0,1,0
164.93,False,17,5,0,0,1,0,0,0,1,0,1,0
412.64,False,17,5,0,0,1,0,1,0,0,0,0,1
509.31,False,17,5,1,0,0,0,0,1,0,0,1,0
5507.29,True,17,4,0,1,0,0,0,1,0,1,0,0
288.21,False,17,2,0,0,1,0,0,0,1,0,0,1
453.85,False,17,1,0,0,1,0,0,1,0,0,1,0
353.87,False,17,2,0,1,0,0,0,0,1,0,1,0
214.61,False,17,2,0,1,0,0,1,0,0,0,1,0
2198.64,True,17,6,1,0,0,0,1,0,0,1,0,0
788.53,True,17,2,0,1,0,0,0,0,1,0,1,0
124.02,False,17,2,0,1,0,0,1,0,0,1,0,0
579.47,False,17,0,0,1,0,0,0,0,1,0,0,1
60.39,False,17,0,1,0,0,0,0,0,1,1,0,0
119.81,False,17,1,1,0,0,0,0,1,0,0,0,1
233.17,False,17,2,0,1,0,0,0,1,0,1,0,0
818.83,False,17,5,1,0,0,1,0,0,0,0,1,0
292.8,False,17,1,0,0,1,1,0,0,0,1,0,0
260.1,True,17,4,1,0,0,0,0,1,0,0,1,0
31.21,True,17,5,0,1,0,0,0,1,0,0,0,1
27.98,False,17,6,0,1,0,0,0,1,0,0,1,0
235.63,False,17,3,1,0,0,0,0,0,1,0,1,0
368.18,False,17,0,0,1,0,0,0,1,0,1,0,0
176.34,False,17,2,0,1,0,0,1,0,0,0,0,1
1432.59,True,17,3,1,0,0,0,0,0,1,1,0,0
392.68,True,17,2,1,0,0,0,0,1,0,0,0,1
257.89,False,17,2,0,1,0,0,1,0,0,0,1,0
454.88,False,17,2,1,0,0,0,1,0,0,0,0,1
68.35,False,17,3,0,1,0,0,1,0,0,1,0,0
502.72,False,17,2,0,0,1,1,0,0,0,0,1,0
836.5,True,17,5,1,0,0,1,0,0,0,0,1,0
303.52,True,17,1,0,1,0,1,0,0,0,1,0,0
80.21,False,17,0,0,1,0,1,0,0,0,0,1,0
10.51,False,17,2,0,1,0,0,0,0,1,0,1,0
206.25,True,17,0,0,1,0,1,0,0,0,0,0,1
130.38,False,17,5,1,0,0,0,0,0,1,0,0,1
150.88,False,17,1,0,0,1,1,0,0,0,1,0,0
184.2,True,17,5,0,0,1,1,0,0,0,0,1,0
151.48,False,17,2,0,0,1,0,0,0,1,0,0,1
46.93,False,17,6,1,0,0,1,0,0,0,0,1,0
63.63,False,17,1,0,1,0,0,0,1,0,1,0,0
1452.05,False,17,0,0,0,1,1,0,0,0,0,0,1
4.95,True,17,4,1,0,0,0,0,1,0,1,0,0
41.25,False,17,5,1,0,0,1,0,0,0,1,0,0
964.81,False,17,6,0,1,0,0,0,1,0,1,0,0
108.04,True,17,2,0,1,0,0,0,0,1,1,0,0
198.54,False,17,0,0,0,1,0,0,1,0,0,0,1
54.72,True,17,5,1,0,0,0,0,1,0,0,0,1
1.17,False,17,2,1,0,0,1,0,0,0,1,0,0
48.11,False,17,2,1,0,0,1,0,0,0,0,1,0
95.91,True,17,3,1,0,0,0,0,0,1,0,0,1
2114.39,True,17,6,0,1,0,0,0,1,0,1,0,0
112.52,False,17,0,0,1,0,1,0,0,0,0,0,1
221.87,False,17,5,1,0,0,0,0,1,0,1,0,0
603.4,False,17,0,0,1,0,0,0,0,1,0,0,1
125.48,False,17,6,0,0,1,0,1,0,0,1,0,0
504.34,False,17,0,0,1,0,1,0,0,0,0,0,1
2.53,False,17,1,0,0,1,0,0,0,1,0,1,0
61.42,False,17,3,1,0,0,0,0,0,1,0,1,0
240.32,False,17,4,1,0,0,0,1,0,0,0,1,0
502.18,False,17,2,0,0,1,0,0,1,0,1,0,0
246.92,False,17,0,1,0,0,0,0,0,1,1,0,0
107.71,True,17,0,1,0,0,0,0,0,1,1,0,0
961.91,False,17,5,0,0,1,1,0,0,0,1,0,0
251.13,True,17,2,1,0,0,0,0,1,0,0,1,0
249.07,True,17,1,0,1,0,1,0,0,0,1,0,0
90.74,False,17,2,0,1,0,0,0,1,0,0,1,0
1460.72,False,17,3,0,0,1,1,0,0,0,1,0,0
164.29,False,17,4,0,1,0,0,0,1,0,0,1,0
302.99,False,17,1,0,1,0,0,0,0,1,1,0,0
1754.33,False,17,6,1,0,0,0,0,0,1,1,0,0
182.12,False,17,2,0,1,0,0,0,1,0,1,0,0
56.75,True,17,2,0,0,1,0,0,0,1,1,0,0
916.02,False,17,5,0,0,1,0,0,1,0,1,0,0
91.85,False,17,1,0,0,1,0,1,0,0,1,0,0
147.57,False,17,2,0,0,1,0,0,0,1,1,0,0
25.17,True,17,6,0,0,1,1,0,0,0,0,0,1
116.45,False,17,4,0,1,0,1,0,0,0,0,0,1
132.08,False,17,2,0,0,1,0,1,0,0,0,0,1
545.34,True,17,6,1,0,0,0,0,0,1,0,0,1
400.99,False,17,5,0,1,0,0,0,1,0,0,0,1
752.18,False,17,3,0,1,0,0,1,0,0,0,0,1
3836.71,False,17,1,1,0,0,0,0,1,0,0,0,1
242.4,False,17,0,0,0,1,0,0,1,0,0,1,0
589.03,True,17,5,0,0,1,0,0,1,0,0,0,1
838.1,False,17,1,0,1,0,0,0,0,1,1,0,0
444.99,False,17,6,1,0,0,0,0,0,1,0,0,1
270.16,False,17,0,0,1,0,0,1,0,0,0,0,1
230.63,False,17,4,0,0,1,0,1,0,0,1,0,0
47.32,False,17,4,1,0,0,0,1,0,0,0,0,1
183.61,True,17,1,1,0,0,1,0,0,0,0,0,1
53.17,False,17,1,1,0,0,0,1,0,0,1,0,0
58.39,False,17,6,1,0,0,1,0,0,0,0,1,0
