transaction_id,user_id,timestamp,amount,device_type,location,is_vpn,card_type,is_fraud
T26760,U87614,2025-04-24T17:39:30.731706Z,235.63,desktop,"Texas, USA",False,debit,0
T58980,U20296,2025-11-14T17:39:30.731706Z,172.16,desktop,"Texas, USA",False,debit,0
T20244,U13796,2025-05-24T17:39:30.731706Z,334.29,mobile,"California, USA",False,debit,1
T54493,U82417,2025-08-30T17:39:30.731706Z,583.29,tablet,"New York, USA",False,debit,0
T40192,U79157,2026-01-18T17:39:30.731706Z,438.11,mobile,"Florida, USA",True,debit,0
T66473,U62123,2025-06-06T17:39:30.731706Z,2451.14,desktop,"Texas, USA",True,credit,1
T22501,U40131,2025-02-08T17:39:30.731706Z,279.12,mobile,"California, USA",True,prepaid,0
T61920,U36000,2025-08-08T17:39:30.731706Z,1395.97,mobile,"California, USA",True,prepaid,0
T63426,U68824,2025-02-16T17:39:30.731706Z,1159.13,tablet,"California, USA",False,debit,1
T15149,U48079,2025-07-22T17:39:30.731706Z,859.27,desktop,"New York, USA",False,credit,1
T27857,U72327,2025-08-15T17:39:30.731706Z,1615.42,desktop,"California, USA",False,prepaid,1
T30948,U43782,2025-04-03T17:39:30.731706Z,662.11,mobile,"New York, USA",False,debit,1
T84314,U80085,2025-02-27T17:39:30.731706Z,163.42,mobile,"Florida, USA",False,credit,1
T54649,U57136,2025-03-08T17:39:30.731706Z,815.81,mobile,"New York, USA",False,debit,1
T86438,U46392,2025-11-20T17:39:30.731706Z,535.58,tablet,"New York, USA",True,prepaid,0
T35700,U46507,2025-03-29T17:39:30.731706Z,9.21,mobile,"Florida, USA",True,credit,0
T23746,U73537,2025-10-03T17:39:30.731706Z,538.23,mobile,"Texas, USA",False,credit,0
T67564,U24102,2025-12-16T17:39:30.731706Z,165.09,desktop,"New York, USA",False,credit,1
T58120,U48297,2025-06-02T17:39:30.731706Z,651.51,mobile,"California, USA",False,debit,0
T66884,U64911,2025-12-11T17:39:30.731706Z,242.64,tablet,"New York, USA",False,prepaid,0
T73027,U68995,2025-03-30T17:39:30.731706Z,20.86,desktop,"Florida, USA",True,credit,0
T73211,U20909,2025-12-17T17:39:30.731706Z,78.56,tablet,"New York, USA",False,credit,0
T22976,U92910,2025-12-28T17:39:30.731706Z,4.24,desktop,"California, USA",False,debit,0
T99122,U67907,2025-07-04T17:39:30.731706Z,221.74,tablet,"New York, USA",False,credit,0
T36013,U42862,2025-09-06T17:39:30.731706Z,360.49,mobile,"California, USA",False,prepaid,0
T72104,U86459,2025-12-15T17:39:30.731706Z,181.54,desktop,"Florida, USA",False,prepaid,0
T25688,U60650,2025-01-30T17:39:30.731706Z,72.38,tablet,"New York, USA",False,credit,0
T36295,U48131,2026-01-09T17:39:30.731706Z,911.85,tablet,"New York, USA",False,debit,0
T23820,U77827,2025-03-25T17:39:30.731706Z,270.35,tablet,"Texas, USA",False,credit,1
T93127,U46389,2025-11-01T17:39:30.731706Z,97.28,mobile,"New York, USA",False,prepaid,0
T76481,U95348,2025-11-14T17:39:30.731706Z,852.93,tablet,"Florida, USA",False,credit,0
T85902,U77333,2026-01-04T17:39:30.731706Z,210.87,desktop,"New York, USA",False,credit,1
T21004,U67600,2025-03-22T17:39:30.731706Z,85.93,tablet,"New York, USA",False,credit,0
T84697,U58533,2025-05-07T17:39:30.731706Z,648.71,tablet,"Texas, USA",False,prepaid,0
T26585,U59240,2025-05-24T17:39:30.731706Z,34.32,tablet,"Florida, USA",False,prepaid,0
T70896,U56209,2025-03-20T17:39:30.731706Z,5.47,mobile,"Texas, USA",True,credit,0
T15271,U90201,2025-05-20T17:39:30.731706Z,32.88,tablet,"Florida, USA",False,credit,0
T74875,U72694,2026-01-16T17:39:30.731706Z,217.63,tablet,"Texas, USA",False,debit,0
T33750,U37729,2025-04-22T17:39:30.731706Z,46.19,tablet,"Florida, USA",False,credit,0
T85993,U27957,2026-01-08T17:39:30.731706Z,0.29,desktop,"Florida, USA",False,debit,0
T55939,U24202,2025-10-30T17:39:30.731706Z,7.84,tablet,"New York, USA",False,prepaid,0
T98489,U63276,2025-12-13T17:39:30.731706Z,279.54,desktop,"New York, USA",False,debit,0
T73589,U83235,2025-05-21T17:39:30.731706Z,139.3,mobile,"Florida, USA",False,prepaid,0
T42934,U65595,2025-05-22T17:39:30.731706Z,145.09,desktop,"Texas, USA",False,prepaid,0
T14558,U42174,2025-08-10T17:39:30.731706Z,646.24,desktop,"California, USA",True,prepaid,0
T10620,U33082,2025-04-05T17:39:30.731706Z,130.61,tablet,"California, USA",False,debit,0
T29567,U35978,2025-12-04T17:39:30.731706Z,1040.19,mobile,"California, USA",False,debit,1
T81657,U48557,2025-11-20T17:39:30.731706Z,2729.01,desktop,"Texas, USA",False,debit,1
T54280,U18951,2025-11-06T17:39:30.731706Z,114.78,mobile,"New York, USA",True,credit,0
T45677,U59830,2025-12-03T17:39:30.731706Z,34.82,desktop,"California, USA",False,prepaid,0
T43159,U20935,2025-08-13T17:39:30.731706Z,0.64,desktop,"New York, USA",True,prepaid,0
T87818,U30110,2025-07-09T17:39:30.731706Z,42.23,desktop,"Florida, USA",False,debit,0
T93004,U17583,2025-11-14T17:39:30.731706Z,2296.21,desktop,"New York, USA",True,credit,1
T30077,U90868,2025-11-17T17:39:30.731706Z,135.19,desktop,"Texas, USA",True,prepaid,1
T14052,U22741,2025-09-22T17:39:30.731706Z,117.24,tablet,"New York, USA",True,credit,0
T12014,U80480,2025-05-11T17:39:30.731706Z,2274.42,mobile,"Texas, USA",False,prepaid,1
T28018,U27916,2025-05-26T17:39:30.731706Z,14.88,tablet,"Texas, USA",False,debit,0
T60767,U19705,2025-12-05T17:39:30.731706Z,747.54,tablet,"California, USA",True,debit,1
T66919,U70384,2025-11-20T17:39:30.731706Z,12.2,desktop,"New York, USA",False,credit,0
T21955,U17198,2025-04-19T17:39:30.731706Z,421.54,tablet,"Texas, USA",False,debit,0
T23784,U77959,2025-04-15T17:39:30.731706Z,497.07,tablet,"Florida, USA",True,credit,0
T25164,U87758,2025-11-12T17:39:30.731706Z,388.82,mobile,"New York, USA",False,debit,0
T82792,U53327,2025-04-26T17:39:30.731706Z,1399.87,desktop,"California, USA",False,credit,1
T62299,U75167,2025-05-05T17:39:30.731706Z,219.15,mobile,"Texas, USA",False,prepaid,1
T54250,U46116,2025-03-31T17:39:30.731706Z,239.48,tablet,"New York, USA",False,prepaid,0
T64334,U78345,2025-12-28T17:39:30.731706Z,508.23,desktop,"Florida, USA",False,debit,0
T92049,U27801,2025-06-24T17:39:30.731706Z,157.91,tablet,"California, USA",False,credit,0
T17546,U81439,2025-02-25T17:39:30.731706Z,515.76,desktop,"New York, USA",False,debit,1
T65619,U93114,2025-03-29T17:39:30.731706Z,65.77,desktop,"Florida, USA",True,prepaid,1
T35482,U54494,2025-08-04T17:39:30.731706Z,264.92,desktop,"Florida, USA",True,prepaid,0
T86789,U58504,2025-06-25T17:39:30.731706Z,492.69,desktop,"Florida, USA",True,debit,1
T99218,U42132,2025-12-11T17:39:30.731706Z,336.2,mobile,"New York, USA",False,debit,0
T60535,U13996,2025-02-08T17:39:30.731706Z,99.51,desktop,"Florida, USA",False,credit,0
T50131,U81493,2025-05-19T17:39:30.731706Z,265.01,tablet,"New York, USA",False,prepaid,1
T67852,U59339,2025-09-04T17:39:30.731706Z,50.62,desktop,"New York, USA",False,debit,0
T46232,U77323,2025-04-18T17:39:30.731706Z,13.51,mobile,"California, USA",False,prepaid,0
T23068,U57401,2025-04-13T17:39:30.731706Z,192.84,desktop,"Texas, USA",False,prepaid,0
T78086,U17089,2025-09-21T17:39:30.731706Z,0.78,mobile,"California, USA",False,credit,0
T16122,U57346,2025-03-08T17:39:30.731706Z,480.92,tablet,"California, USA",False,credit,1
T62158,U39292,2025-09-14T17:39:30.731706Z,487.59,desktop,"Florida, USA",False,credit,1
T49718,U22777,2025-10-08T17:39:30.731706Z,215.49,tablet,"New York, USA",False,prepaid,0
T91289,U90166,2025-10-02T17:39:30.731706Z,261.11,desktop,"Florida, USA",False,credit,0
T24358,U19872,2025-12-17T17:39:30.731706Z,49.23,desktop,"Florida, USA",False,debit,0
T50584,U61362,2025-04-15T17:39:30.731706Z,777.9,tablet,"Florida, USA",True,credit,0
T70217,U31021,2025-06-30T17:39:30.731706Z,82.49,tablet,"Texas, USA",True,credit,0
T28640,U45402,2025-03-30T17:39:30.731706Z,440.22,desktop,"Florida, USA",False,credit,0
T95873,U72661,2025-07-30T17:39:30.731706Z,182.39,desktop,"New York, USA",False,credit,0
T22626,U67872,2025-03-19T17:39:30.731706Z,16.07,tablet,"New York, USA",False,credit,0
T44519,U94577,2025-11-24T17:39:30.731706Z,663.88,desktop,"Florida, USA",True,debit,1
T71407,U63821,2026-01-22T17:39:30.731706Z,455.82,mobile,"California, USA",False,credit,0
T14225,U84745,2025-05-21T17:39:30.731706Z,475.03,mobile,"New York, USA",False,debit,0
T80540,U89837,2025-08-21T17:39:30.731706Z,117.89,tablet,"California, USA",True,credit,0
T13800,U76573,2026-01-18T17:39:30.731706Z,872.47,mobile,"California, USA",False,debit,1
T39400,U92277,2025-03-29T17:39:30.731706Z,984.77,desktop,"Florida, USA",False,prepaid,0
T38134,U18678,2025-06-24T17:39:30.731706Z,234.61,tablet,"Texas, USA",False,prepaid,1
T17807,U98760,2025-03-23T17:39:30.731706Z,369.44,mobile,"Texas, USA",False,prepaid,1
T37987,U45740,2025-03-14T17:39:30.731706Z,581.45,mobile,"Florida, USA",False,debit,1
T90635,U71486,2025-04-10T17:39:30.731706Z,1430.53,tablet,"New York, USA",False,prepaid,1
T92273,U89397,2025-03-18T17:39:30.731706Z,496.2,mobile,"California, USA",True,prepaid,0
T25921,U35432,2025-07-20T17:39:30.731706Z,848.57,mobile,"Texas, USA",True,credit,0
T40539,U21683,2025-06-25T17:39:30.731706Z,1749.11,tablet,"Florida, USA",True,prepaid,1
T54390,U84884,2025-06-12T17:39:30.731706Z,432.31,tablet,"New York, USA",False,debit,0
T93081,U40289,2025-09-17T17:39:30.731706Z,874.11,desktop,"Texas, USA",True,prepaid,1
T13554,U68568,2025-11-12T17:39:30.731706Z,339.66,tablet,"New York, USA",False,credit,0
T52986,U17585,2025-02-20T17:39:30.731706Z,37.46,desktop,"Florida, USA",False,prepaid,0
T76520,U27344,2025-09-28T17:39:30.731706Z,510.64,desktop,"California, USA",False,prepaid,0
T15702,U88563,2025-04-19T17:39:30.731706Z,940.35,tablet,"Texas, USA",False,prepaid,1
T70109,U22470,2025-07-30T17:39:30.731706Z,171.97,tablet,"Texas, USA",False,credit,0
T45777,U62971,2025-03-25T17:39:30.731706Z,190.89,desktop,"Florida, USA",False,prepaid,0
T33039,U54929,2025-04-22T17:39:30.731706Z,561.67,tablet,"California, USA",True,prepaid,1
T36250,U24413,2025-04-14T17:39:30.731706Z,391.46,desktop,"New York, USA",False,debit,0
T76833,U10357,2025-06-08T17:39:30.731706Z,176.03,tablet,"California, USA",True,credit,1
T95478,U79396,2025-09-22T17:39:30.731706Z,118.5,desktop,"Texas, USA",False,debit,0
T97862,U83002,2025-03-15T17:39:30.731706Z,223.52,mobile,"New York, USA",True,prepaid,0
T60344,U77891,2025-07-28T17:39:30.731706Z,138.56,mobile,"California, USA",False,prepaid,0
T13657,U99422,2025-07-09T17:39:30.731706Z,24.47,tablet,"Florida, USA",False,debit,0
T99825,U15983,2025-04-04T17:39:30.731706Z,389.36,desktop,"California, USA",False,credit,0
T75481,U62775,2025-05-26T17:39:30.731706Z,450.35,desktop,"California, USA",False,credit,0
T97893,U69701,2025-10-25T17:39:30.731706Z,195.74,desktop,"Texas, USA",False,credit,0
T74372,U21971,2025-02-25T17:39:30.731706Z,212.93,mobile,"California, USA",False,credit,0
T91823,U48941,2025-11-22T17:39:30.731706Z,202.06,mobile,"New York, USA",False,credit,0
T28599,U92045,2025-03-26T17:39:30.731706Z,190.4,mobile,"New York, USA",False,debit,1
T77806,U51994,2025-11-01T17:39:30.731706Z,2374.24,desktop,"New York, USA",False,debit,1
T90352,U96840,2025-09-08T17:39:30.731706Z,211.14,mobile,"Florida, USA",False,credit,0
T59039,U20269,2025-11-18T17:39:30.731706Z,81.56,mobile,"Florida, USA",False,credit,1
T89683,U56381,2025-02-21T17:39:30.731706Z,431.09,mobile,"Texas, USA",False,prepaid,0
T50720,U34440,2025-04-21T17:39:30.731706Z,482.92,mobile,"California, USA",False,credit,1
T17824,U17799,2025-05-13T17:39:30.731706Z,250.4,tablet,"Florida, USA",True,debit,0
T30914,U73699,2025-05-02T17:39:30.731706Z,1323.23,desktop,"Texas, USA",False,debit,1
T10146,U50275,2025-12-07T17:39:30.731706Z,65.37,tablet,"New York, USA",False,prepaid,1
T37431,U92684,2025-06-30T17:39:30.731706Z,46.53,mobile,"Florida, USA",False,debit,0
T92054,U96538,2025-11-12T17:39:30.731706Z,621.81,tablet,"California, USA",True,debit,1
T39039,U35568,2025-04-18T17:39:30.731706Z,207.11,mobile,"New York, USA",False,credit,0
T78197,U33333,2025-09-13T17:39:30.731706Z,435.25,tablet,"California, USA",False,credit,1
T25133,U83746,2025-11-07T17:39:30.731706Z,91.55,tablet,"New York, USA",False,prepaid,0
T20165,U10794,2025-12-25T17:39:30.731706Z,326.35,desktop,"Texas, USA",True,credit,0
T69538,U17377,2025-07-01T17:39:30.731706Z,246.74,desktop,"Texas, USA",False,prepaid,0
T92246,U37802,2025-02-03T17:39:30.731706Z,204.24,tablet,"Texas, USA",True,credit,1
T68812,U17826,2025-06-01T17:39:30.731706Z,163.24,tablet,"New York, USA",False,prepaid,0
T77803,U30642,2025-06-09T17:39:30.731706Z,54.74,desktop,"California, USA",False,credit,0
T23091,U78422,2025-04-03T17:39:30.731706Z,40.23,mobile,"Florida, USA",True,debit,0
T49128,U59630,2025-05-18T17:39:30.731706Z,209.02,desktop,"California, USA",False,prepaid,0
T37133,U34740,2025-10-28T17:39:30.731706Z,1578.91,desktop,"California, USA",False,prepaid,1
T41742,U13590,2025-03-16T17:39:30.731706Z,68.09,desktop,"New York, USA",False,debit,0
T92283,U23366,2025-06-29T17:39:30.731706Z,68.79,desktop,"Texas, USA",False,debit,0
T92537,U39030,2025-12-08T17:39:30.731706Z,400.03,tablet,"New York, USA",True,credit,0
T59678,U99074,2025-10-23T17:39:30.731706Z,816.74,tablet,"New York, USA",False,prepaid,1
T56921,U71068,2025-02-23T17:39:30.731706Z,93.68,desktop,"Texas, USA",False,debit,0
T29750,U26472,2025-10-06T17:39:30.731706Z,149.85,desktop,"New York, USA",False,debit,0
T26938,U87492,2025-07-12T17:39:30.731706Z,871.69,tablet,"New York, USA",False,prepaid,0
T23403,U23065,2025-12-21T17:39:30.731706Z,267.34,mobile,"Texas, USA",False,prepaid,0
T63239,U42655,2025-05-08T17:39:30.731706Z,485.1,tablet,"California, USA",False,prepaid,0
T14655,U93994,2025-02-08T17:39:30.731706Z,810.17,mobile,"New York, USA",False,debit,0
T23750,U37987,2025-05-30T17:39:30.731706Z,166.76,desktop,"Texas, USA",False,prepaid,0
T69207,U26385,2025-11-26T17:39:30.731706Z,209.28,mobile,"Florida, USA",False,prepaid,1
T96973,U69596,2025-05-17T17:39:30.731706Z,425.97,mobile,"Florida, USA",True,debit,1
T36730,U82981,2025-06-01T17:39:30.731706Z,108.67,desktop,"California, USA",False,credit,0
T35094,U36817,2025-12-06T17:39:30.731706Z,209.49,tablet,"California, USA",False,prepaid,0
T48458,U13140,2025-05-02T17:39:30.731706Z,526.11,tablet,"New York, USA",False,credit,1
T21377,U93031,2025-06-11T17:39:30.731706Z,158.37,tablet,"Florida, USA",False,prepaid,1
T82126,U52980,2025-11-27T17:39:30.731706Z,167.23,tablet,"New York, USA",False,prepaid,1
T22094,U75264,2025-03-15T17:39:30.731706Z,146.9,desktop,"California, USA",False,credit,0
T35973,U65305,2025-11-22T17:39:30.731706Z,49.91,desktop,"California, USA",False,prepaid,0
T91919,U19605,2026-01-16T17:39:30.731706Z,64.63,tablet,"California, USA",True,debit,0
T79853,U99897,2025-04-15T17:39:30.731706Z,396.13,mobile,"New York, USA",True,debit,0
T86992,U52240,2025-05-07T17:39:30.731706Z,1354.06,desktop,"New York, USA",False,debit,1
T27585,U75039,2025-04-20T17:39:30.731706Z,13.6,mobile,"New York, USA",True,credit,0
T79907,U22651,2025-06-03T17:39:30.731706Z,157.93,mobile,"Texas, USA",False,prepaid,1
T98148,U32211,2025-12-06T17:39:30.731706Z,120.73,desktop,"California, USA",False,prepaid,1
T58659,U55797,2025-05-30T17:39:30.731706Z,349.97,tablet,"New York, USA",False,debit,0
T48588,U54221,2025-04-23T17:39:30.731706Z,29.26,desktop,"Florida, USA",False,credit,0
T65258,U72582,2025-07-12T17:39:30.731706Z,38.04,tablet,"Florida, USA",False,credit,0
T83563,U26291,2025-04-08T17:39:30.731706Z,16.93,tablet,"Florida, USA",False,prepaid,0
T18577,U18712,2025-10-04T17:39:30.731706Z,1149.38,desktop,"Texas, USA",False,debit,0
T89066,U87930,2025-04-30T17:39:30.731706Z,232.96,desktop,"Texas, USA",False,credit,0
T13857,U69019,2025-11-17T17:39:30.731706Z,164.17,desktop,"Florida, USA",True,prepaid,0
T79152,U90919,2025-03-26T17:39:30.731706Z,1.63,mobile,"Texas, USA",True,prepaid,0
T40036,U28584,2025-04-30T17:39:30.731706Z,1155.08,desktop,"New York, USA",False,prepaid,0
T87807,U55267,2025-08-24T17:39:30.731706Z,310.77,tablet,"Texas, USA",False,prepaid,0
T95134,U50517,2025-12-02T17:39:30.731706Z,295.5,desktop,"Florida, USA",False,credit,1
T74091,U31762,2025-12-12T17:39:30.731706Z,550.66,mobile,"California, USA",False,prepaid,0
T77797,U21809,2025-03-15T17:39:30.731706Z,1517.76,tablet,"New York, USA",False,debit,1
T66632,U76533,2025-11-28T17:39:30.731706Z,67.21,tablet,"Florida, USA",True,prepaid,1
T99086,U36878,2025-09-06T17:39:30.731706Z,232.03,tablet,"Texas, USA",False,credit,0
T88701,U28616,2025-12-24T17:39:30.731706Z,218.17,tablet,"Florida, USA",False,credit,0
T15391,U90004,2025-01-29T17:39:30.731706Z,81.88,mobile,"New York, USA",False,prepaid,0
T36968,U64833,2025-10-21T17:39:30.731706Z,205.93,desktop,"New York, USA",False,debit,0
T19033,U29918,2025-12-27T17:39:30.731706Z,328.71,tablet,"California, USA",False,credit,0
T60106,U11595,2025-12-27T17:39:30.731706Z,591.82,mobile,"Florida, USA",True,credit,0
T87838,U66360,2025-08-20T17:39:30.731706Z,690.61,desktop,"Texas, USA",True,debit,1
T92128,U56212,2025-05-01T17:39:30.731706Z,306.4,mobile,"Texas, USA",False,prepaid,1
T92558,U38788,2025-10-18T17:39:30.731706Z,109.72,desktop,"Florida, USA",False,prepaid,0
T92895,U57672,2025-01-29T17:39:30.731706Z,714.63,tablet,"Florida, USA",True,prepaid,0
T17304,U14049,2025-05-04T17:39:30.731706Z,654.95,mobile,"California, USA",False,prepaid,0
T24987,U29089,2025-10-17T17:39:30.731706Z,14.64,mobile,"New York, USA",False,debit,0
T74399,U16356,2025-06-16T17:39:30.731706Z,96.79,mobile,"New York, USA",False,prepaid,0
T44261,U68479,2025-02-06T17:39:30.731706Z,72.14,mobile,"New York, USA",True,prepaid,0
T58603,U28447,2025-06-23T17:39:30.731706Z,1261.32,desktop,"Texas, USA",True,credit,1
T22017,U47880,2025-12-22T17:39:30.731706Z,334.68,mobile,"Texas, USA",False,prepaid,0
T64554,U68215,2025-12-13T17:39:30.731706Z,353.14,mobile,"New York, USA",False,prepaid,0
T78197,U90845,2025-04-25T17:39:30.731706Z,2257.1,desktop,"Florida, USA",True,debit,1
T42476,U34325,2025-03-04T17:39:30.731706Z,229.67,mobile,"Florida, USA",False,prepaid,1
T37940,U58604,2025-12-16T17:39:30.731706Z,233.34,mobile,"California, USA",False,debit,0
T81041,U80793,2025-08-16T17:39:30.731706Z,486.65,tablet,"New York, USA",False,prepaid,0
T38460,U58500,2025-07-05T17:39:30.731706Z,38.78,mobile,"Texas, USA",False,prepaid,0
T41238,U89258,2025-12-31T17:39:30.731706Z,82.82,mobile,"Florida, USA",True,credit,0
T91176,U32413,2025-07-09T17:39:30.731706Z,127.94,desktop,"New York, USA",True,prepaid,0
T52774,U69608,2025-12-11T17:39:30.731706Z,48.94,mobile,"Florida, USA",False,credit,0
T59868,U64232,2025-06-26T17:39:30.731706Z,195.73,mobile,"Texas, USA",False,credit,0
T50834,U13553,2025-12-16T17:39:30.731706Z,166.26,tablet,"New York, USA",False,credit,0
T38063,U67198,2025-08-22T17:39:30.731706Z,2323.87,tablet,"California, USA",False,credit,1
T81384,U73177,2025-02-22T17:39:30.731706Z,526.17,desktop,"Florida, USA",False,prepaid,0
T90048,U33511,2025-09-13T17:39:30.731706Z,1152.27,mobile,"Florida, USA",False,prepaid,1
T71895,U79890,2025-05-08T17:39:30.731706Z,654.92,mobile,"California, USA",True,debit,1
T47976,U23725,2025-05-26T17:39:30.731706Z,85.29,tablet,"California, USA",False,prepaid,0
T26705,U73131,2025-09-21T17:39:30.731706Z,91.71,desktop,"New York, USA",False,prepaid,0
T71396,U13877,2025-11-09T17:39:30.731706Z,194.91,mobile,"Florida, USA",False,prepaid,0
T59421,U36620,2025-05-28T17:39:30.731706Z,284.43,desktop,"Florida, USA",False,debit,0
T31169,U40373,2025-12-27T17:39:30.731706Z,1752.86,desktop,"Texas, USA",False,credit,1
T16575,U14843,2025-12-06T17:39:30.731706Z,87.01,mobile,"New York, USA",False,prepaid,0
T82968,U28837,2025-11-21T17:39:30.731706Z,31.9,desktop,"California, USA",False,debit,0
T70663,U33570,2026-01-19T17:39:30.731706Z,5.12,desktop,"Texas, USA",False,prepaid,0
T15156,U48280,2025-03-26T17:39:30.731706Z,84.1,tablet,"Florida, USA",False,prepaid,0
T30997,U56456,2025-11-26T17:39:30.731706Z,310.86,mobile,"Florida, USA",False,credit,1
T43785,U68676,2025-07-25T17:39:30.731706Z,322.87,tablet,"Texas, USA",False,credit,0
T23901,U32597,2025-06-22T17:39:30.731706Z,885.68,desktop,"Texas, USA",True,credit,0
T98545,U74202,2025-11-24T17:39:30.731706Z,201.32,tablet,"New York, USA",False,prepaid,0
T16505,U54327,2025-03-23T17:39:30.731706Z,58.39,desktop,"California, USA",False,debit,0
T25327,U65344,2025-04-22T17:39:30.731706Z,2735.05,tablet,"California, USA",False,credit,1
T86347,U28733,2025-09-30T17:39:30.731706Z,65.3,mobile,"Texas, USA",False,debit,0
T86400,U94597,2025-03-01T17:39:30.731706Z,48.59,desktop,"Florida, USA",False,prepaid,0
T31031,U75164,2025-02-19T17:39:30.731706Z,631.05,tablet,"New York, USA",False,credit,0
T57820,U78683,2025-11-05T17:39:30.731706Z,2.41,desktop,"New York, USA",False,credit,0
T89882,U49883,2025-07-03T17:39:30.731706Z,109.21,mobile,"Florida, USA",False,prepaid,0
T95077,U26860,2025-07-07T17:39:30.731706Z,202.79,desktop,"New York, USA",False,debit,1
T81473,U60734,2025-10-30T17:39:30.731706Z,45.51,tablet,"Texas, USA",True,prepaid,0
T54828,U17228,2025-04-19T17:39:30.731706Z,180.48,mobile,"Florida, USA",True,credit,0
T37785,U92757,2025-04-25T17:39:30.731706Z,216.03,desktop,"California, USA",False,credit,0
T59383,U10327,2025-09-19T17:39:30.731706Z,411.93,tablet,"Texas, USA",False,prepaid,0
T67541,U55471,2025-09-01T17:39:30.731706Z,373.45,tablet,"New York, USA",True,prepaid,0
T11649,U23472,2025-11-23T17:39:30.731706Z,284.63,desktop,"California, USA",False,prepaid,0
T78347,U46189,2025-05-24T17:39:30.731706Z,5.3,desktop,"California, USA",False,debit,0
T71305,U43556,2025-10-08T17:39:30.731706Z,466.23,mobile,"New York, USA",True,credit,1
T48036,U54549,2025-06-21T17:39:30.731706Z,59.23,mobile,"New York, USA",False,prepaid,0
T64478,U44920,2025-02-28T17:39:30.731706Z,205.67,mobile,"Texas, USA",False,prepaid,0
T62273,U49214,2025-01-25T17:39:30.731706Z,480.52,desktop,"Florida, USA",False,debit,0
T99037,U69207,2025-09-24T17:39:30.731706Z,386.57,mobile,"Florida, USA",False,debit,0
T32972,U76153,2025-12-15T17:39:30.731706Z,77.37,tablet,"Texas, USA",False,credit,1
T26090,U99344,2025-01-26T17:39:30.731706Z,2517.58,mobile,"California, USA",False,credit,1
T40932,U29734,2025-09-25T17:39:30.731706Z,2087.68,desktop,"Texas, USA",False,credit,1
T63219,U12859,2025-05-17T17:39:30.731706Z,169.21,desktop,"Texas, USA",False,debit,0
T90987,U73956,2025-06-28T17:39:30.731706Z,27.39,tablet,"New York, USA",False,prepaid,1
T31910,U21503,2025-10-16T17:39:30.731706Z,50.53,mobile,"Florida, USA",False,debit,0
T64822,U63948,2025-02-18T17:39:30.731706Z,170.26,tablet,"New York, USA",True,prepaid,0
T72496,U65186,2026-01-22T17:39:30.731706Z,87.81,tablet,"Texas, USA",False,debit,0
T40134,U25640,2026-01-08T17:39:30.731706Z,970.13,tablet,"Florida, USA",False,credit,1
T16066,U93576,2025-05-28T17:39:30.731706Z,522.49,desktop,"California, USA",False,credit,0
T38941,U65511,2025-08-02T17:39:30.731706Z,248.2,desktop,"Texas, USA",False,debit,0
T16393,U43488,2025-07-25T17:39:30.731706Z,1701.71,mobile,"Texas, USA",True,prepaid,1
T71276,U42740,2025-06-12T17:39:30.731706Z,841.31,tablet,"California, USA",False,debit,1
T97181,U23987,2025-10-03T17:39:30.731706Z,76.89,desktop,"California, USA",False,debit,0
T79734,U84627,2025-09-02T17:39:30.731706Z,200.92,mobile,"Florida, USA",False,prepaid,0
T65485,U76297,2026-01-19T17:39:30.731706Z,22.17,tablet,"Florida, USA",True,debit,0
T65444,U97581,2025-10-31T17:39:30.731706Z,84.45,tablet,"Florida, USA",False,debit,1
T25772,U75270,2025-12-21T17:39:30.731706Z,70.2,desktop,"Texas, USA",False,debit,0
T16228,U78367,2025-04-12T17:39:30.731706Z,394.96,tablet,"Texas, USA",False,credit,0
T97694,U31747,2025-08-24T17:39:30.731706Z,945.04,mobile,"Texas, USA",True,credit,1
T30929,U45500,2025-12-27T17:39:30.731706Z,351.96,mobile,"Florida, USA",False,credit,1
T11374,U31826,2026-01-12T17:39:30.731706Z,205.61,mobile,"California, USA",True,credit,1
T35259,U67987,2025-08-13T17:39:30.731706Z,190.3,mobile,"California, USA",False,credit,0
T46380,U87735,2025-11-27T17:39:30.731706Z,310.44,tablet,"California, USA",False,credit,0
T26551,U33826,2025-04-21T17:39:30.731706Z,43.43,mobile,"Texas, USA",True,prepaid,0
T24141,U21537,2025-08-06T17:39:30.731706Z,75.18,desktop,"Texas, USA",False,debit,1
T18629,U73444,2025-07-12T17:39:30.731706Z,0.64,tablet,"New York, USA",False,credit,1
T86028,U63651,2025-06-06T17:39:30.731706Z,321.55,mobile,"Texas, USA",False,debit,0
T67300,U36951,2025-11-17T17:39:30.731706Z,518.41,desktop,"New York, USA",True,debit,0
T54867,U11316,2025-04-19T17:39:30.731706Z,171.44,mobile,"California, USA",False,debit,0
T58797,U18079,2025-04-03T17:39:30.731706Z,141.66,desktop,"Texas, USA",False,credit,0
T90066,U95913,2025-02-06T17:39:30.731706Z,1135.06,desktop,"California, USA",False,debit,1
T43485,U23891,2025-05-01T17:39:30.731706Z,829.53,mobile,"Florida, USA",False,prepaid,0
T95799,U94856,2025-03-01T17:39:30.731706Z,292.7,desktop,"New York, USA",False,debit,0
T46326,U15293,2025-07-30T17:39:30.731706Z,100.09,desktop,"Florida, USA",True,prepaid,0
T78718,U59615,2025-10-28T17:39:30.731706Z,16.99,tablet,"Florida, USA",True,prepaid,0
T43083,U63918,2025-07-29T17:39:30.731706Z,63.85,tablet,"Florida, USA",False,credit,0
